transaction_id,customer_id,tr_datetime,amount,region,tr_type,mcc_code
806,1098,2021-01-01 13:25:00,-1193.8135994412396,West,type_c,5412
807,1395,2021-01-01 13:26:00,9655.555344312688,East,type_a,5415
808,1024,2021-01-01 13:27:00,4294.885130216539,East,type_e,5412
809,1947,2021-01-01 13:28:00,-1894.8753445324676,Center,type_c,5412
810,1890,2021-01-01 13:29:00,-9345.828805004674,Center,type_c,5413
811,1468,2021-01-01 13:30:00,-4162.455891153158,Center,type_a,5413
812,1483,2021-01-01 13:31:00,-7032.370020172307,West,type_c,5415
813,1564,2021-01-01 13:32:00,-9225.040032167492,Center,type_e,5413
814,1150,2021-01-01 13:33:00,3927.9556508265123,South,type_c,5415
815,1143,2021-01-01 13:34:00,311.9369819008281,West,type_a,5414
816,1568,2021-01-01 13:35:00,8975.542241719702,West,type_e,5414
817,1038,2021-01-01 13:36:00,-4988.209493988145,Center,type_d,5412
818,1108,2021-01-01 13:37:00,-11.404673795651368,Center,type_a,5414
819,1692,2021-01-01 13:38:00,-6970.871758734572,West,type_d,5413
820,1041,2021-01-01 13:39:00,-2974.3668058312123,East,type_c,5411
821,1185,2021-01-01 13:40:00,-1110.549809662929,East,type_e,5412
822,1934,2021-01-01 13:41:00,-1873.2698390582384,Center,type_c,5415
823,1397,2021-01-01 13:42:00,267.70315307750576,East,type_e,5414
824,1222,2021-01-01 13:43:00,4858.047816256937,South,type_b,5412
825,1633,2021-01-01 13:44:00,4332.087927272771,South,type_c,5412
826,1132,2021-01-01 13:45:00,-3846.6729204564963,South,type_c,5412
827,1162,2021-01-01 13:46:00,-151.77060931824593,West,type_c,5414
828,1214,2021-01-01 13:47:00,3970.4818747972195,West,type_a,5415
829,1732,2021-01-01 13:48:00,5178.68253714753,West,type_e,5412
830,1234,2021-01-01 13:49:00,-3305.7834232707633,West,type_e,5412
831,1842,2021-01-01 13:50:00,3540.8222740011984,West,type_e,5412
832,1657,2021-01-01 13:51:00,1655.7325459385054,Center,type_a,5414
833,1750,2021-01-01 13:52:00,-5329.945567694645,East,type_e,5413
834,1587,2021-01-01 13:53:00,4000.789812928675,Center,type_c,5415
835,1008,2021-01-01 13:54:00,757.7160421623447,East,type_d,5412
836,1073,2021-01-01 13:55:00,-8706.95303163263,Center,type_b,5412
837,1953,2021-01-01 13:56:00,-1469.2678035568467,South,type_e,5412
838,1491,2021-01-01 13:57:00,199.28770792486262,North,type_a,5414
839,1912,2021-01-01 13:58:00,-3029.1223940879686,West,type_a,5413
840,1252,2021-01-01 13:59:00,6141.142127492625,North,type_e,5412
841,1229,2021-01-01 14:00:00,6322.342453390527,North,type_d,5412
842,1518,2021-01-01 14:01:00,-1912.4507945642247,South,type_e,5414
843,1173,2021-01-01 14:02:00,-2461.1276067687113,North,type_a,5415
844,1652,2021-01-01 14:03:00,-656.1733668466054,North,type_b,5415
845,1167,2021-01-01 14:04:00,-1000.4028290334031,South,type_d,5413
846,1169,2021-01-01 14:05:00,-2962.5094690096125,East,type_e,5415
847,1392,2021-01-01 14:06:00,-18543.983046616457,Center,type_b,5412
848,1945,2021-01-01 14:07:00,8774.059377998072,North,type_e,5414
849,1794,2021-01-01 14:08:00,2.089818890711453,West,type_d,5412
850,1633,2021-01-01 14:09:00,-891.5505596453789,South,type_a,5412
851,1193,2021-01-01 14:10:00,1625.8456502597535,North,type_d,5413
852,1516,2021-01-01 14:11:00,-400.2887426704498,East,type_c,5415
853,1028,2021-01-01 14:12:00,-2151.5792232272474,East,type_e,5415
854,1164,2021-01-01 14:13:00,-5028.229931959747,West,type_b,5415
855,1421,2021-01-01 14:14:00,-9193.06388247848,North,type_b,5412
856,1338,2021-01-01 14:15:00,-6771.894649771968,West,type_d,5414
857,1647,2021-01-01 14:16:00,-5583.370333550735,East,type_d,5414
858,1495,2021-01-01 14:17:00,3254.6107902048443,East,type_d,5412
859,1364,2021-01-01 14:18:00,3623.1157338219728,Center,type_b,5411
860,1832,2021-01-01 14:19:00,-4408.995522333856,East,type_a,5412
861,1341,2021-01-01 14:20:00,-13318.270702186974,South,type_b,5415
862,1499,2021-01-01 14:21:00,45.603597509381515,Center,type_a,5412
863,1656,2021-01-01 14:22:00,-2107.711078296592,West,type_d,5411
864,1510,2021-01-01 14:23:00,-2231.3124335006564,East,type_c,5412
865,1326,2021-01-01 14:24:00,4779.687378821824,South,type_b,5415
866,1216,2021-01-01 14:25:00,693.2631273642619,Center,type_d,5413
867,1300,2021-01-01 14:26:00,-4881.898242600397,South,type_b,5414
868,1131,2021-01-01 14:27:00,-6032.065169795248,Center,type_d,5411
869,1803,2021-01-01 14:28:00,-1313.0567849247816,Center,type_b,5413
870,1069,2021-01-01 14:29:00,-4532.06381094821,Center,type_e,5414
871,1251,2021-01-01 14:30:00,-361.9881201380866,West,type_b,5413
872,1414,2021-01-01 14:31:00,5130.7102220098295,Center,type_e,5412
873,1786,2021-01-01 14:32:00,-6898.9120579972505,Center,type_a,5412
874,1444,2021-01-01 14:33:00,438.8971740448432,South,type_b,5414
875,1875,2021-01-01 14:34:00,4575.249913346949,Center,type_a,5414
876,1181,2021-01-01 14:35:00,-430.93667909054466,West,type_c,5412
877,1166,2021-01-01 14:36:00,3607.904475588266,South,type_e,5412
878,1090,2021-01-01 14:37:00,-1436.3624605773111,Center,type_b,5414
879,1713,2021-01-01 14:38:00,854.1403971181845,South,type_a,5414
880,1857,2021-01-01 14:39:00,2203.9246617108824,West,type_d,5414
881,1530,2021-01-01 14:40:00,-2860.0121913156736,South,type_a,5415
882,1038,2021-01-01 14:41:00,9953.380085949997,West,type_b,5415
883,1125,2021-01-01 14:42:00,2887.9009016596087,East,type_c,5412
884,1450,2021-01-01 14:43:00,6514.927493584604,Center,type_e,5415
885,1172,2021-01-01 14:44:00,5355.11973180384,West,type_d,5411
886,1652,2021-01-01 14:45:00,1636.4463464170565,Center,type_a,5412
887,1753,2021-01-01 14:46:00,6928.947111799038,West,type_b,5411
888,1219,2021-01-01 14:47:00,939.5735559595868,North,type_b,5413
889,1637,2021-01-01 14:48:00,-3648.8764158718145,North,type_e,5411
890,1057,2021-01-01 14:49:00,74.09615781481607,North,type_d,5413
891,1659,2021-01-01 14:50:00,-5030.834562075656,West,type_a,5411
892,1475,2021-01-01 14:51:00,-10508.521640549012,Center,type_a,5413
893,1455,2021-01-01 14:52:00,-4262.711215295127,North,type_a,5413
894,1828,2021-01-01 14:53:00,364.40766485437354,Center,type_e,5412
895,1894,2021-01-01 14:54:00,5309.623927440405,West,type_e,5414
896,1360,2021-01-01 14:55:00,-4277.596022881771,Center,type_d,5414
897,1934,2021-01-01 14:56:00,5050.812267635773,Center,type_a,5412
898,1000,2021-01-01 14:57:00,-6053.414929034385,North,type_a,5413
899,1386,2021-01-01 14:58:00,-4597.612330697251,South,type_d,5414
900,1972,2021-01-01 14:59:00,7245.783016982259,East,type_d,5414
901,1347,2021-01-01 15:00:00,238.10509981247907,West,type_d,5411
902,1189,2021-01-01 15:01:00,-868.10972642322,West,type_b,5415
903,1504,2021-01-01 15:02:00,1176.3999495391342,West,type_d,5412
904,1190,2021-01-01 15:03:00,-6032.016253590228,East,type_c,5415
905,1507,2021-01-01 15:04:00,-1654.240642869112,South,type_e,5413
906,1368,2021-01-01 15:05:00,13.305790632757914,Center,type_d,5411
907,1408,2021-01-01 15:06:00,6156.904680897162,West,type_b,5414
908,1823,2021-01-01 15:07:00,-8352.085696507005,Center,type_c,5411
909,1928,2021-01-01 15:08:00,8814.951576878853,North,type_b,5412
910,1933,2021-01-01 15:09:00,-623.2386916252154,North,type_b,5413
911,1116,2021-01-01 15:10:00,-5552.781244835046,North,type_b,5411
912,1133,2021-01-01 15:11:00,-6458.173580671956,West,type_b,5411
913,1057,2021-01-01 15:12:00,1365.746585021031,East,type_a,5411
914,1555,2021-01-01 15:13:00,-6736.047400342629,West,type_e,5414
915,1684,2021-01-01 15:14:00,-2800.617725465494,North,type_a,5413
916,1671,2021-01-01 15:15:00,-1249.5153043889914,North,type_c,5414
917,1172,2021-01-01 15:16:00,5718.378697024129,West,type_a,5411
918,1828,2021-01-01 15:17:00,5092.2672963198675,East,type_c,5414
919,1814,2021-01-01 15:18:00,-3214.961950594796,East,type_d,5414
920,1148,2021-01-01 15:19:00,-1063.4158511046098,Center,type_c,5412
921,1079,2021-01-01 15:20:00,-7976.924500878729,South,type_a,5415
922,1885,2021-01-01 15:21:00,-10195.4775662186,North,type_a,5415
923,1212,2021-01-01 15:22:00,-6145.262237963098,East,type_c,5412
924,1202,2021-01-01 15:23:00,5615.486806629052,North,type_a,5412
925,1763,2021-01-01 15:24:00,3900.4036111072996,South,type_c,5414
926,1228,2021-01-01 15:25:00,1917.18131298307,North,type_b,5414
927,1675,2021-01-01 15:26:00,-7288.122433102885,East,type_e,5413
928,1226,2021-01-01 15:27:00,-3558.2978869557273,Center,type_c,5415
929,1658,2021-01-01 15:28:00,-4289.105140893108,West,type_b,5414
930,1531,2021-01-01 15:29:00,-829.9918531028118,West,type_b,5413
931,1440,2021-01-01 15:30:00,-1145.267783160579,East,type_b,5415
932,1401,2021-01-01 15:31:00,-5009.784283479143,East,type_b,5413
933,1046,2021-01-01 15:32:00,1746.0840394927188,South,type_c,5413
934,1232,2021-01-01 15:33:00,1144.7319010211957,North,type_a,5412
935,1304,2021-01-01 15:34:00,-3644.1154954647327,South,type_b,5411
936,1525,2021-01-01 15:35:00,1521.3919581626562,West,type_d,5411
937,1142,2021-01-01 15:36:00,5621.426841652604,North,type_b,5411
938,1414,2021-01-01 15:37:00,7140.303885616229,South,type_a,5413
939,1512,2021-01-01 15:38:00,2453.310783049295,West,type_a,5414
940,1372,2021-01-01 15:39:00,2306.3397170467797,North,type_e,5411
941,1565,2021-01-01 15:40:00,-1200.6945701215568,Center,type_e,5414
942,1885,2021-01-01 15:41:00,5148.564477675795,Center,type_b,5415
943,1258,2021-01-01 15:42:00,-5351.757256698936,South,type_b,5411
944,1655,2021-01-01 15:43:00,4569.250717040824,East,type_e,5413
945,1470,2021-01-01 15:44:00,-1438.023670904014,North,type_b,5412
946,1952,2021-01-01 15:45:00,7454.684136008648,South,type_d,5413
947,1970,2021-01-01 15:46:00,2941.0320352003723,East,type_c,5414
948,1011,2021-01-01 15:47:00,-339.3311553655017,East,type_e,5415
949,1329,2021-01-01 15:48:00,-1182.438244521367,North,type_e,5413
950,1735,2021-01-01 15:49:00,2628.064272242185,North,type_a,5412
951,1783,2021-01-01 15:50:00,2385.621738430275,East,type_b,5412
952,1967,2021-01-01 15:51:00,-1991.7150225026378,West,type_e,5415
953,1357,2021-01-01 15:52:00,459.17879134173245,South,type_e,5411
954,1971,2021-01-01 15:53:00,4481.950436743009,North,type_d,5413
955,1407,2021-01-01 15:54:00,-6816.7812894012495,East,type_b,5413
956,1667,2021-01-01 15:55:00,3629.391102768566,West,type_c,5412
957,1372,2021-01-01 15:56:00,2606.072891796769,Center,type_d,5414
958,1007,2021-01-01 15:57:00,5933.237377807453,East,type_c,5413
959,1121,2021-01-01 15:58:00,-3578.268506516189,West,type_a,5412
960,1347,2021-01-01 15:59:00,28.580430464454828,Center,type_e,5414
961,1675,2021-01-01 16:00:00,1025.341880024478,West,type_d,5411
962,1089,2021-01-01 16:01:00,3693.9825860011765,North,type_c,5411
963,1647,2021-01-01 16:02:00,2145.584645805001,East,type_b,5412
964,1697,2021-01-01 16:03:00,-6197.775494061373,Center,type_a,5412
965,1315,2021-01-01 16:04:00,1455.22016430823,West,type_a,5411
966,1177,2021-01-01 16:05:00,10021.14387135204,Center,type_e,5412
967,1539,2021-01-01 16:06:00,3058.7878798065753,South,type_e,5415
968,1731,2021-01-01 16:07:00,8190.234722683,East,type_c,5413
969,1868,2021-01-01 16:08:00,5215.306886474062,North,type_c,5415
970,1040,2021-01-01 16:09:00,6812.009677192046,Center,type_a,5414
971,1739,2021-01-01 16:10:00,1549.8433049235255,West,type_c,5412
972,1703,2021-01-01 16:11:00,2609.2255480605845,Center,type_e,5412
973,1922,2021-01-01 16:12:00,1277.588783206874,West,type_a,5414
974,1501,2021-01-01 16:13:00,21.704325247613934,Center,type_a,5413
975,1958,2021-01-01 16:14:00,3710.974900345522,North,type_b,5411
976,1144,2021-01-01 16:15:00,-2605.009695036005,North,type_b,5415
977,1200,2021-01-01 16:16:00,9426.911580073167,East,type_c,5413
978,1928,2021-01-01 16:17:00,-4640.064838441368,North,type_c,5411
979,1723,2021-01-01 16:18:00,4056.9405995857933,Center,type_e,5411
980,1460,2021-01-01 16:19:00,6893.357086517944,Center,type_e,5412
981,1731,2021-01-01 16:20:00,-883.1087698020158,North,type_b,5414
982,1751,2021-01-01 16:21:00,-5564.886555690821,South,type_a,5412
983,1924,2021-01-01 16:22:00,5777.647946411774,Center,type_d,5414
984,1908,2021-01-01 16:23:00,1016.9765502512755,East,type_d,5412
985,1557,2021-01-01 16:24:00,4066.580363008716,South,type_c,5415
986,1546,2021-01-01 16:25:00,-547.2729941865871,North,type_d,5412
987,1252,2021-01-01 16:26:00,8659.623411611985,West,type_d,5415
988,1389,2021-01-01 16:27:00,-10585.040261031741,Center,type_b,5413
989,1593,2021-01-01 16:28:00,1880.8877564186723,West,type_a,5413
990,1882,2021-01-01 16:29:00,6708.747418757986,East,type_e,5412
991,1255,2021-01-01 16:30:00,526.6952241469809,South,type_b,5413
992,1708,2021-01-01 16:31:00,1511.7934650845575,West,type_e,5411
993,1814,2021-01-01 16:32:00,-2170.059062835042,East,type_b,5415
994,1920,2021-01-01 16:33:00,103.44253933308735,West,type_b,5414
995,1449,2021-01-01 16:34:00,-8359.283065681526,West,type_d,5415
996,1009,2021-01-01 16:35:00,-3592.1566630984576,East,type_e,5412
997,1823,2021-01-01 16:36:00,-3933.7756355111414,Center,type_b,5413
998,1797,2021-01-01 16:37:00,3345.6199551464906,West,type_d,5413
999,1241,2021-01-01 16:38:00,-2856.848796438673,East,type_c,5411
1000,1250,2021-01-01 16:39:00,-2712.3777496991015,West,type_e,5413
1001,1876,2021-01-01 16:40:00,-1889.6168014256987,Center,type_b,5412
1002,1004,2021-01-01 16:41:00,-3743.2235125765874,East,type_c,5412
1003,1118,2021-01-01 16:42:00,1345.111346308486,West,type_d,5414
1004,1800,2021-01-01 16:43:00,1888.1573471645454,North,type_b,5415
1005,1373,2021-01-01 16:44:00,4125.092898608797,Center,type_d,5415
1006,1064,2021-01-01 16:45:00,3263.750411439714,West,type_d,5415
1007,1145,2021-01-01 16:46:00,2763.788724923503,South,type_d,5414
1008,1223,2021-01-01 16:47:00,-1644.8416699872178,East,type_e,5414
1009,1238,2021-01-01 16:48:00,-1965.5187516893943,West,type_c,5414
1010,1176,2021-01-01 16:49:00,-4356.055011742282,Center,type_c,5411
1011,1778,2021-01-01 16:50:00,-4446.218444470506,Center,type_a,5414
1012,1852,2021-01-01 16:51:00,971.3070483963025,South,type_b,5413
1013,1281,2021-01-01 16:52:00,-3597.0802039004047,South,type_d,5411
1014,1062,2021-01-01 16:53:00,7341.620666779796,West,type_b,5413
1015,1216,2021-01-01 16:54:00,-187.50411537246546,North,type_c,5415
1016,1853,2021-01-01 16:55:00,7506.950535797701,Center,type_c,5412
1017,1826,2021-01-01 16:56:00,2858.8352728558366,North,type_d,5415
1018,1794,2021-01-01 16:57:00,-3886.1821723585576,North,type_e,5414
1019,1688,2021-01-01 16:58:00,-310.2309429090888,West,type_d,5412
1020,1460,2021-01-01 16:59:00,-8367.26170558858,East,type_d,5415
1021,1928,2021-01-01 17:00:00,952.1267753264252,East,type_a,5411
1022,1609,2021-01-01 17:01:00,-3428.8420392265866,East,type_e,5414
1023,1104,2021-01-01 17:02:00,-5567.290041076306,South,type_b,5415
1024,1098,2021-01-01 17:03:00,7610.733792740236,Center,type_e,5412
1025,1510,2021-01-01 17:04:00,5152.938704921437,South,type_d,5413
1026,1384,2021-01-01 17:05:00,5015.194893812312,Center,type_d,5415
1027,1404,2021-01-01 17:06:00,3910.5563832547214,Center,type_d,5411
1028,1822,2021-01-01 17:07:00,-6174.445220628914,Center,type_d,5412
1029,1517,2021-01-01 17:08:00,-2002.3974640341871,West,type_d,5415
1030,1475,2021-01-01 17:09:00,-1697.5182073494343,East,type_e,5413
1031,1976,2021-01-01 17:10:00,-8548.685370494657,South,type_d,5414
1032,1708,2021-01-01 17:11:00,-2785.0054742199463,South,type_c,5414
1033,1862,2021-01-01 17:12:00,-2730.489878085218,West,type_c,5414
1034,1644,2021-01-01 17:13:00,629.9947374748102,Center,type_a,5412
1035,1869,2021-01-01 17:14:00,12661.938001191716,East,type_b,5413
1036,1770,2021-01-01 17:15:00,-104.48138302369375,North,type_c,5413
1037,1436,2021-01-01 17:16:00,632.5722728483365,North,type_a,5415
1038,1022,2021-01-01 17:17:00,-1251.0513638207099,West,type_e,5414
1039,1996,2021-01-01 17:18:00,3688.5644002687222,East,type_b,5412
1040,1564,2021-01-01 17:19:00,-5369.5860432288855,North,type_d,5414
1041,1676,2021-01-01 17:20:00,9480.187475769695,North,type_d,5414
1042,1713,2021-01-01 17:21:00,-620.7960373340962,South,type_e,5415
1043,1457,2021-01-01 17:22:00,-1975.949165155322,East,type_b,5415
1044,1082,2021-01-01 17:23:00,4850.185368318999,North,type_c,5415
1045,1144,2021-01-01 17:24:00,-4454.612960224268,South,type_b,5411
1046,1084,2021-01-01 17:25:00,3596.254915276667,East,type_a,5411
1047,1077,2021-01-01 17:26:00,7025.850277976804,Center,type_e,5412
1048,1456,2021-01-01 17:27:00,-1206.713862015046,East,type_c,5412
1049,1877,2021-01-01 17:28:00,10264.208065399356,West,type_b,5415
1050,1000,2021-01-01 17:29:00,3221.4576313062703,South,type_b,5413
1051,1050,2021-01-01 17:30:00,3283.4712983221466,Center,type_c,5412
1052,1684,2021-01-01 17:31:00,6829.326675929949,South,type_a,5411
1053,1716,2021-01-01 17:32:00,8153.674773181867,South,type_a,5411
1054,1771,2021-01-01 17:33:00,1309.1949320319006,North,type_b,5414
1055,1445,2021-01-01 17:34:00,3984.527206884689,East,type_d,5415
1056,1448,2021-01-01 17:35:00,6981.7074658046395,South,type_c,5413
1057,1880,2021-01-01 17:36:00,-5809.055381807186,South,type_a,5415
1058,1487,2021-01-01 17:37:00,-8647.51199816324,West,type_a,5411
1059,1799,2021-01-01 17:38:00,-287.76960202952455,West,type_a,5413
1060,1033,2021-01-01 17:39:00,-8767.456787096899,West,type_e,5412
1061,1347,2021-01-01 17:40:00,-1569.9754815397607,South,type_d,5414
1062,1094,2021-01-01 17:41:00,1571.867670995686,Center,type_a,5411
1063,1071,2021-01-01 17:42:00,-1378.193830275633,East,type_d,5414
1064,1550,2021-01-01 17:43:00,-707.9652405184543,South,type_b,5415
1065,1153,2021-01-01 17:44:00,-5008.332568104625,North,type_b,5413
1066,1249,2021-01-01 17:45:00,3940.7177198547206,Center,type_e,5415
1067,1673,2021-01-01 17:46:00,-5317.3168356116985,Center,type_d,5414
1068,1437,2021-01-01 17:47:00,-10514.508655275167,East,type_c,5411
1069,1117,2021-01-01 17:48:00,-1036.6938626660997,Center,type_e,5414
1070,1770,2021-01-01 17:49:00,4575.09962459978,East,type_a,5411
1071,1890,2021-01-01 17:50:00,399.1539594148826,Center,type_b,5414
1072,1305,2021-01-01 17:51:00,-5823.985075401175,East,type_b,5415
1073,1267,2021-01-01 17:52:00,509.7548370316806,West,type_c,5414
1074,1960,2021-01-01 17:53:00,2191.5185238417494,West,type_e,5412
1075,1053,2021-01-01 17:54:00,451.5834575946312,Center,type_d,5415
1076,1235,2021-01-01 17:55:00,-1322.9212344429313,Center,type_b,5414
1077,1388,2021-01-01 17:56:00,2430.1934082137423,East,type_a,5414
1078,1989,2021-01-01 17:57:00,-8692.134514100726,East,type_c,5413
1079,1733,2021-01-01 17:58:00,-4469.776953812902,South,type_c,5415
1080,1762,2021-01-01 17:59:00,-6526.040489026551,West,type_c,5413
1081,1824,2021-01-01 18:00:00,6741.9318599407825,South,type_a,5415
1082,1400,2021-01-01 18:01:00,3560.1586049419375,South,type_c,5411
1083,1623,2021-01-01 18:02:00,925.625171570088,North,type_d,5415
1084,1766,2021-01-01 18:03:00,-7253.108266764041,East,type_d,5415
1085,1302,2021-01-01 18:04:00,3720.7389447405953,North,type_e,5414
1086,1918,2021-01-01 18:05:00,6932.700674959081,North,type_e,5412
1087,1206,2021-01-01 18:06:00,2857.473682317811,South,type_d,5415
1088,1228,2021-01-01 18:07:00,-175.88708251778584,North,type_a,5413
1089,1852,2021-01-01 18:08:00,3158.5901592530763,East,type_e,5412
1090,1909,2021-01-01 18:09:00,1364.5805712634447,South,type_c,5415
1091,1577,2021-01-01 18:10:00,4630.381168198694,East,type_d,5412
1092,1074,2021-01-01 18:11:00,4518.428208964766,Center,type_b,5411
1093,1434,2021-01-01 18:12:00,-1105.327683051633,North,type_a,5412
1094,1102,2021-01-01 18:13:00,-3303.2069144205493,South,type_a,5411
1095,1421,2021-01-01 18:14:00,-1999.1147034308876,West,type_d,5412
1096,1703,2021-01-01 18:15:00,2679.2516750246696,East,type_b,5412
1097,1763,2021-01-01 18:16:00,-1697.1982589890413,North,type_a,5413
1098,1737,2021-01-01 18:17:00,-3752.6480907691184,East,type_e,5413
1099,1805,2021-01-01 18:18:00,-4.766856266033201,East,type_b,5414
1100,1305,2021-01-01 18:19:00,5537.284653344759,Center,type_c,5412
1101,1097,2021-01-01 18:20:00,675.5403356703176,East,type_e,5411
1102,1849,2021-01-01 18:21:00,-1381.089980002137,Center,type_b,5412
1103,1797,2021-01-01 18:22:00,1602.1589647338249,Center,type_d,5415
1104,1334,2021-01-01 18:23:00,420.1960452493385,Center,type_a,5411
1105,1858,2021-01-01 18:24:00,-9668.18520504839,North,type_e,5415
1106,1434,2021-01-01 18:25:00,3483.7957150957936,East,type_d,5414
1107,1446,2021-01-01 18:26:00,2037.292199735546,East,type_b,5415
1108,1993,2021-01-01 18:27:00,80.85899472872961,Center,type_c,5414
1109,1307,2021-01-01 18:28:00,5311.7835036146025,East,type_a,5414
1110,1248,2021-01-01 18:29:00,6064.996821250989,East,type_a,5414
1111,1165,2021-01-01 18:30:00,3993.8433073677566,Center,type_e,5415
1112,1480,2021-01-01 18:31:00,-4251.504080177671,West,type_d,5414
1113,1983,2021-01-01 18:32:00,-4078.555553134799,West,type_b,5414
1114,1334,2021-01-01 18:33:00,5586.677700009917,Center,type_b,5413
1115,1541,2021-01-01 18:34:00,-9386.119634726,North,type_d,5412
1116,1758,2021-01-01 18:35:00,-744.2375758105686,East,type_a,5414
1117,1105,2021-01-01 18:36:00,2199.129035155412,East,type_d,5411
1118,1562,2021-01-01 18:37:00,-8752.038677237522,West,type_b,5411
1119,1080,2021-01-01 18:38:00,1171.716194251496,Center,type_d,5413
1120,1132,2021-01-01 18:39:00,4772.1453829297625,North,type_a,5415
1121,1796,2021-01-01 18:40:00,-7427.880350517378,Center,type_e,5415
1122,1899,2021-01-01 18:41:00,8290.851033470792,West,type_a,5415
1123,1137,2021-01-01 18:42:00,-5049.1503804945505,West,type_c,5414
1124,1183,2021-01-01 18:43:00,2873.68123238515,East,type_c,5415
1125,1400,2021-01-01 18:44:00,-417.9821417931606,South,type_d,5415
1126,1329,2021-01-01 18:45:00,347.5781185022534,North,type_a,5412
1127,1784,2021-01-01 18:46:00,-6417.4756783707835,North,type_a,5414
1128,1507,2021-01-01 18:47:00,6302.364811765296,South,type_b,5414
1129,1851,2021-01-01 18:48:00,1629.4173167511674,West,type_e,5411
1130,1983,2021-01-01 18:49:00,8104.20088451578,Center,type_a,5411
1131,1068,2021-01-01 18:50:00,-6287.086102895134,North,type_d,5412
1132,1545,2021-01-01 18:51:00,-906.1731693934698,South,type_b,5413
1133,1773,2021-01-01 18:52:00,1047.6461985110361,East,type_b,5414
1134,1052,2021-01-01 18:53:00,301.9157364746236,East,type_d,5411
1135,1449,2021-01-01 18:54:00,3333.9267233621017,West,type_d,5415
1136,1204,2021-01-01 18:55:00,-969.5927096193788,North,type_a,5414
1137,1125,2021-01-01 18:56:00,10610.13023150343,Center,type_a,5414
1138,1746,2021-01-01 18:57:00,199.21161094089797,North,type_b,5414
1139,1042,2021-01-01 18:58:00,-14420.772178811672,East,type_b,5411
1140,1751,2021-01-01 18:59:00,421.0050416968601,North,type_e,5412
1141,1970,2021-01-01 19:00:00,6307.3199243309155,East,type_b,5411
1142,1882,2021-01-01 19:01:00,-4616.53050925267,South,type_d,5415
1143,1110,2021-01-01 19:02:00,-4933.775945856182,South,type_d,5415
1144,1760,2021-01-01 19:03:00,-4201.948531697951,East,type_e,5413
1145,1662,2021-01-01 19:04:00,-5382.384049885645,Center,type_c,5411
1146,1182,2021-01-01 19:05:00,-2397.00856852997,Center,type_c,5411
1147,1847,2021-01-01 19:06:00,4546.486131746102,North,type_d,5413
1148,1094,2021-01-01 19:07:00,7631.663642063469,East,type_c,5413
1149,1970,2021-01-01 19:08:00,-12121.251619686002,West,type_c,5414
1150,1373,2021-01-01 19:09:00,-1892.2732678872867,Center,type_e,5414
1151,1911,2021-01-01 19:10:00,1513.4899718836616,Center,type_b,5415
1152,1519,2021-01-01 19:11:00,1013.3918169259526,South,type_b,5412
1153,1899,2021-01-01 19:12:00,9499.698333114447,Center,type_c,5415
1154,1359,2021-01-01 19:13:00,-10053.46954791034,Center,type_a,5411
1155,1899,2021-01-01 19:14:00,-12945.319673442498,Center,type_e,5412
1156,1695,2021-01-01 19:15:00,10311.062620191282,East,type_c,5414
1157,1280,2021-01-01 19:16:00,3767.1684662366824,East,type_a,5413
1158,1194,2021-01-01 19:17:00,-2856.8579347645505,South,type_a,5413
1159,1863,2021-01-01 19:18:00,857.9938653397757,North,type_e,5415
1160,1194,2021-01-01 19:19:00,1216.0881128053336,Center,type_b,5411
1161,1666,2021-01-01 19:20:00,-2977.603951679897,North,type_d,5411
1162,1092,2021-01-01 19:21:00,708.89185345717,East,type_a,5413
1163,1671,2021-01-01 19:22:00,1774.066873300598,Center,type_d,5415
1164,1945,2021-01-01 19:23:00,10077.651306814127,North,type_d,5415
1165,1060,2021-01-01 19:24:00,4817.256111427706,North,type_e,5414
1166,1633,2021-01-01 19:25:00,8696.615701210376,West,type_b,5414
1167,1050,2021-01-01 19:26:00,-6717.857418364471,East,type_e,5414
1168,1402,2021-01-01 19:27:00,-1735.9862980892888,South,type_a,5412
1169,1788,2021-01-01 19:28:00,1211.2349196581267,South,type_b,5415
1170,1004,2021-01-01 19:29:00,-9605.503765664815,West,type_c,5415
1171,1465,2021-01-01 19:30:00,5909.296690546402,North,type_b,5414
1172,1603,2021-01-01 19:31:00,3211.0488615563117,West,type_e,5413
1173,1681,2021-01-01 19:32:00,-1835.79259976932,West,type_e,5414
1174,1828,2021-01-01 19:33:00,-916.671717503925,East,type_d,5412
1175,1533,2021-01-01 19:34:00,6269.334444118739,Center,type_c,5413
1176,1404,2021-01-01 19:35:00,-3977.1897381848275,North,type_b,5415
1177,1837,2021-01-01 19:36:00,6470.926748311436,South,type_c,5412
1178,1512,2021-01-01 19:37:00,-1260.1936829314398,South,type_d,5412
1179,1644,2021-01-01 19:38:00,3779.980263884583,West,type_c,5413
1180,1232,2021-01-01 19:39:00,433.82102789493626,West,type_c,5414
1181,1523,2021-01-01 19:40:00,11165.969233255928,West,type_b,5414
1182,1345,2021-01-01 19:41:00,-4436.961950537629,North,type_c,5411
1183,1045,2021-01-01 19:42:00,-2866.4131128846693,West,type_d,5413
1184,1545,2021-01-01 19:43:00,-7530.627388444155,West,type_a,5414
1185,1944,2021-01-01 19:44:00,-5483.785835146605,Center,type_a,5412
1186,1077,2021-01-01 19:45:00,3565.6405384725813,North,type_e,5414
1187,1729,2021-01-01 19:46:00,8000.818194325306,East,type_a,5414
